rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
null,sound/6star.wav,,audio-keyboard-response,67,175454,0.0-6.0-1.30,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,100,
1324,,3,html-button-response,68,176787,0.0-6.0-0.31,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/1star.wav,,audio-keyboard-response,69,178293,0.0-6.0-1.31,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,1,101,
2388,,1,html-button-response,70,180690,0.0-6.0-0.32,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,71,182194,0.0-6.0-1.32,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,103,
1172,,2,html-button-response,72,183373,0.0-6.0-0.33,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,73,184875,0.0-6.0-1.33,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,109,
1242,,0,html-button-response,74,186127,0.0-6.0-0.34,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,75,187632,0.0-6.0-1.34,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,112,
1078,,3,html-button-response,76,188721,0.0-6.0-0.35,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/1star.wav,,audio-keyboard-response,77,190230,0.0-6.0-1.35,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,1,113,
961,,2,html-button-response,78,191202,0.0-6.0-0.36,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,79,192707,0.0-6.0-1.36,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,119,
1234,,1,html-button-response,80,193946,0.0-6.0-0.37,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,81,195451,0.0-6.0-1.37,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,121,
2343,,0,html-button-response,82,197802,0.0-6.0-0.38,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,83,199309,0.0-6.0-1.38,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,124,
1366,,3,html-button-response,84,200685,0.0-6.0-0.39,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/1star.wav,,audio-keyboard-response,85,202188,0.0-6.0-1.39,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,1,125,
1030,,1,html-button-response,86,203230,0.0-7.0-0.0,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,87,204741,0.0-7.0-1.0,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,127,
808,,2,html-button-response,88,205557,0.0-7.0-0.1,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,89,207061,0.0-7.0-1.1,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,133,
1645,,3,html-button-response,90,208716,0.0-7.0-0.2,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/8star.wav,,audio-keyboard-response,91,210222,0.0-7.0-1.2,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,8,141,
1513,,1,html-button-response,92,211745,0.0-7.0-0.3,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,93,213249,0.0-7.0-1.3,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,143,
1128,,0,html-button-response,94,214385,0.0-7.0-0.4,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,95,215889,0.0-7.0-1.4,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,146,
1043,,2,html-button-response,96,216940,0.0-7.0-0.5,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,97,218445,0.0-7.0-1.5,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,152,
1311,,1,html-button-response,98,219764,0.0-7.0-0.6,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,99,221269,0.0-7.0-1.6,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,154,
1280,,0,html-button-response,100,222557,0.0-7.0-0.7,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,101,224062,0.0-7.0-1.7,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,157,
1124,,3,html-button-response,102,225193,0.0-7.0-0.8,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/8star.wav,,audio-keyboard-response,103,226699,0.0-7.0-1.8,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,8,165,
1266,,2,html-button-response,104,227973,0.0-7.0-0.9,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,105,229477,0.0-7.0-1.9,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,171,
1312,,1,html-button-response,106,230795,0.0-7.0-0.10,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,107,232299,0.0-7.0-1.10,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,173,
1073,,0,html-button-response,108,233382,0.0-7.0-0.11,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,109,234888,0.0-7.0-1.11,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,176,
1064,,3,html-button-response,110,235962,0.0-7.0-0.12,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/8star.wav,,audio-keyboard-response,111,237465,0.0-7.0-1.12,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,8,184,
1448,,2,html-button-response,112,238924,0.0-7.0-0.13,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,113,240430,0.0-7.0-1.13,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,190,
1367,,1,html-button-response,114,241804,0.0-7.0-0.14,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,115,243310,0.0-7.0-1.14,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,192,
953,,0,html-button-response,116,244270,0.0-7.0-0.15,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,117,245779,0.0-7.0-1.15,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,195,
1975,,1,html-button-response,118,247760,0.0-7.0-0.16,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,119,249266,0.0-7.0-1.16,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,197,
1163,,2,html-button-response,120,250439,0.0-7.0-0.17,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,121,251942,0.0-7.0-1.17,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,203,
1732,,3,html-button-response,122,253686,0.0-7.0-0.18,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/8star.wav,,audio-keyboard-response,123,255190,0.0-7.0-1.18,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,8,211,
1734,,0,html-button-response,124,256934,0.0-7.0-0.19,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,125,258440,0.0-7.0-1.19,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,214,
995,,2,html-button-response,126,259444,0.0-7.0-0.20,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,127,260962,0.0-7.0-1.20,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,220,
1223,,1,html-button-response,128,262190,0.0-7.0-0.21,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,129,263697,0.0-7.0-1.21,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,222,
1943,,0,html-button-response,130,265646,0.0-7.0-0.22,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,131,267151,0.0-7.0-1.22,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,225,
1198,,3,html-button-response,132,268360,0.0-7.0-0.23,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/8star.wav,,audio-keyboard-response,133,269864,0.0-7.0-1.23,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,8,233,
1509,,1,html-button-response,134,271381,0.0-7.0-0.24,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,135,272886,0.0-7.0-1.24,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,235,
1373,,0,html-button-response,136,274268,0.0-7.0-0.25,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,137,275773,0.0-7.0-1.25,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,238,
1016,,2,html-button-response,138,276798,0.0-7.0-0.26,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,139,278302,0.0-7.0-1.26,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,244,
1399,,3,html-button-response,140,279713,0.0-7.0-0.27,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/8star.wav,,audio-keyboard-response,141,281218,0.0-7.0-1.27,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,8,252,
1676,,0,html-button-response,142,282899,0.0-7.0-0.28,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,143,284405,0.0-7.0-1.28,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,255,
1381,,2,html-button-response,144,285793,0.0-7.0-0.29,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,145,287296,0.0-7.0-1.29,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,261,
1657,,1,html-button-response,146,288961,0.0-7.0-0.30,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,147,290464,0.0-7.0-1.30,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,263,
1058,,0,html-button-response,148,291533,0.0-7.0-0.31,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,149,293042,0.0-7.0-1.31,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,266,
1082,,3,html-button-response,150,294137,0.0-7.0-0.32,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/8star.wav,,audio-keyboard-response,151,295640,0.0-7.0-1.32,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,8,274,
1566,,0,html-button-response,152,297216,0.0-7.0-0.33,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,153,298719,0.0-7.0-1.33,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,277,
1133,,2,html-button-response,154,299869,0.0-7.0-0.34,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,155,301373,0.0-7.0-1.34,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,283,
1680,,1,html-button-response,156,303065,0.0-7.0-0.35,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,157,304569,0.0-7.0-1.35,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,285,
1091,,0,html-button-response,158,305670,0.0-7.0-0.36,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/3star.wav,,audio-keyboard-response,159,307173,0.0-7.0-1.36,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,3,288,
1190,,3,html-button-response,160,308371,0.0-7.0-0.37,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/8star.wav,,audio-keyboard-response,161,309875,0.0-7.0-1.37,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,8,296,
1234,,2,html-button-response,162,311119,0.0-7.0-0.38,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/6star.wav,,audio-keyboard-response,163,312626,0.0-7.0-1.38,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,6,302,
1119,,1,html-button-response,164,313755,0.0-7.0-0.39,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
null,sound/2star.wav,,audio-keyboard-response,165,315262,0.0-7.0-1.39,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,null,2,304,
8835,sound/celebration.wav,0,audio-button-response,166,324104,0.0-8.0,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
14155,"Which, if any, of these monsters ever gave you <b>1 star</b>?</p>",1,html-button-response,167,338269,0.0-9.0-0.0,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,incorrect
9792,"Which, if any, of these monsters ever gave you <b>2 stars</b>?</p>",0,html-button-response,168,348873,0.0-10.0-0.0,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,incorrect
10871,"Which, if any, of these monsters ever gave you <b>3 stars</b>?</p>",3,html-button-response,169,360551,0.0-11.0-0.0,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,incorrect
5863,"Which, if any, of these monsters ever gave you <b>6 stars</b>?</p>",2,html-button-response,170,367424,0.0-12.0-0.0,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,correct
3964,"Which, if any, of these monsters ever gave you <b>8 stars</b>?</p>",3,html-button-response,171,372197,0.0-13.0-0.0,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,correct
3879,Which monster did you like the most?</p>,2,html-button-response,172,376884,0.0-14.0-0.0,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,,,,,
5077,,,survey-text,173,382769,0.0-15.0,dynamic,"3,2,6,1",I024,,,,4/13/19,,C998686,,"\{""Q0"":""Idk""\}",,,,
rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
2609,,0,html-button-response,0,2614,0.0-0.0,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
,,,animation,1,14616,0.0-1.0,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,"[\{""stimulus"":""img/screen1a.png"",""time"":3008\},\{""stimulus"":""img/screen1b.png"",""time"":6006\},\{""stimulus"":""img/screen1c.png"",""time"":9014\}]",[],,,,
1647,<img src='img/screen1d.png'></img>,0,html-button-response,2,16272,0.0-2.0,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
,,,animation,3,37081,0.0-3.0,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,"[\{""stimulus"":""img/screen2.jpg"",""time"":801\},\{""stimulus"":""img/screen2.jpg"",""time"":1603\},\{""stimulus"":""img/screen2.jpg"",""time"":2403\},\{""stimulus"":""img/screen2.jpg"",""time"":3201\},\{""stimulus"":""img/screen2.jpg"",""time"":4001\},\{""stimulus"":""img/screen3a.jpg"",""time"":4803\},\{""stimulus"":""img/screen3b.jpg"",""time"":5602\},\{""stimulus"":""img/screen3c.jpg"",""time"":6410\},\{""stimulus"":""img/screen3d.jpg"",""time"":7206\},\{""stimulus"":""img/screen4a.jpg"",""time"":8001\},\{""stimulus"":""img/screen4a.jpg"",""time"":8801\},\{""stimulus"":""img/screen4b.jpg"",""time"":9605\},\{""stimulus"":""img/screen4c.jpg"",""time"":10408\},\{""stimulus"":""img/screen4d.jpg"",""time"":11207\},\{""stimulus"":""img/screen4d.jpg"",""time"":12003\},\{""stimulus"":""img/screen5a.jpg"",""time"":12805\},\{""stimulus"":""img/screen5b1.jpg"",""time"":13605\},\{""stimulus"":""img/screen5b2.jpg"",""time"":14410\},\{""stimulus"":""img/screen5b3.jpg"",""time"":15205\},\{""stimulus"":""img/screen5b4.jpg"",""time"":16002\},\{""stimulus"":""img/screen5b5.jpg"",""time"":16801\},\{""stimulus"":""img/screen5b6.jpg"",""time"":17601\},\{""stimulus"":""img/screen5c.jpg"",""time"":18406\},\{""stimulus"":""img/screen5d.jpg"",""time"":19207\},\{""stimulus"":""img/screen5d.jpg"",""time"":20001\}]",[],,,,
1014,<img src='img/screen5e.jpg'></img>,0,html-button-response,4,38101,0.0-4.0,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
28268,<p align='center'></p>,0,html-button-response,5,66375,0.0-5.0,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
2677,,0,html-button-response,6,69061,0.0-6.0-0.0,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/1star.wav,,audio-keyboard-response,7,70571,0.0-6.0-1.0,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,1,1,
2033,,2,html-button-response,8,72612,0.0-6.0-0.1,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/3star.wav,,audio-keyboard-response,9,74117,0.0-6.0-1.1,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,3,4,
1519,,3,html-button-response,10,75642,0.0-6.0-0.2,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/2star.wav,,audio-keyboard-response,11,77148,0.0-6.0-1.2,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,2,6,
1339,,1,html-button-response,12,78496,0.0-6.0-0.3,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,13,80001,0.0-6.0-1.3,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,12,
1718,,2,html-button-response,14,81728,0.0-6.0-0.4,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/3star.wav,,audio-keyboard-response,15,83233,0.0-6.0-1.4,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,3,15,
1474,,0,html-button-response,16,84717,0.0-6.0-0.5,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/1star.wav,,audio-keyboard-response,17,86220,0.0-6.0-1.5,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,1,16,
1422,,1,html-button-response,18,87654,0.0-6.0-0.6,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,19,89157,0.0-6.0-1.6,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,22,
1508,,1,html-button-response,20,90671,0.0-6.0-0.7,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,21,92175,0.0-6.0-1.7,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,28,
1519,,3,html-button-response,22,93701,0.0-6.0-0.8,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/2star.wav,,audio-keyboard-response,23,95209,0.0-6.0-1.8,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,2,30,
1289,,1,html-button-response,24,96508,0.0-6.0-0.9,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,25,98012,0.0-6.0-1.9,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,36,
1236,,2,html-button-response,26,99255,0.0-6.0-0.10,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/3star.wav,,audio-keyboard-response,27,100760,0.0-6.0-1.10,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,3,39,
1253,,1,html-button-response,28,102018,0.0-6.0-0.11,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,29,103527,0.0-6.0-1.11,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,45,
1492,,0,html-button-response,30,105029,0.0-6.0-0.12,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/1star.wav,,audio-keyboard-response,31,106533,0.0-6.0-1.12,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,1,46,
1080,,1,html-button-response,32,107621,0.0-6.0-0.13,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,33,109125,0.0-6.0-1.13,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,52,
1337,,1,html-button-response,34,110474,0.0-6.0-0.14,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,35,111978,0.0-6.0-1.14,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,58,
1298,,1,html-button-response,36,113286,0.0-6.0-0.15,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,37,114790,0.0-6.0-1.15,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,64,
1266,,1,html-button-response,38,116062,0.0-6.0-0.16,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,39,117565,0.0-6.0-1.16,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,70,
1380,,3,html-button-response,40,118956,0.0-6.0-0.17,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/2star.wav,,audio-keyboard-response,41,120461,0.0-6.0-1.17,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,2,72,
974,,2,html-button-response,42,121441,0.0-6.0-0.18,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/3star.wav,,audio-keyboard-response,43,122947,0.0-6.0-1.18,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,3,75,
1143,,1,html-button-response,44,124097,0.0-6.0-0.19,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,45,125601,0.0-6.0-1.19,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,81,
1526,,1,html-button-response,46,127134,0.0-6.0-0.20,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,47,128638,0.0-6.0-1.20,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,87,
1614,,1,html-button-response,48,130258,0.0-6.0-0.21,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,49,131764,0.0-6.0-1.21,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,93,
4776,,0,html-button-response,50,136551,0.0-6.0-0.22,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/1star.wav,,audio-keyboard-response,51,138055,0.0-6.0-1.22,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,1,94,
1179,,3,html-button-response,52,139242,0.0-6.0-0.23,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/2star.wav,,audio-keyboard-response,53,140748,0.0-6.0-1.23,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,2,96,
1284,,1,html-button-response,54,142042,0.0-6.0-0.24,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,55,143547,0.0-6.0-1.24,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,102,
1636,,2,html-button-response,56,145198,0.0-6.0-0.25,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/3star.wav,,audio-keyboard-response,57,146703,0.0-6.0-1.25,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,3,105,
1375,,0,html-button-response,58,148084,0.0-6.0-0.26,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/1star.wav,,audio-keyboard-response,59,149588,0.0-6.0-1.26,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,1,106,
1100,,3,html-button-response,60,150696,0.0-6.0-0.27,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/2star.wav,,audio-keyboard-response,61,152200,0.0-6.0-1.27,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,2,108,
1089,,1,html-button-response,62,153294,0.0-6.0-0.28,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/6star.wav,,audio-keyboard-response,63,154797,0.0-6.0-1.28,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,6,114,
1151,,2,html-button-response,64,155954,0.0-6.0-0.29,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/3star.wav,,audio-keyboard-response,65,157459,0.0-6.0-1.29,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,3,117,
1130,,0,html-button-response,66,158612,0.0-6.0-0.30,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
null,sound/1star.wav,,audio-keyboard-response,67,160116,0.0-6.0-1.30,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,null,1,118,
950,,1,html-button-response,68,161075,0.0-6.0-0.31,dynamic,"1,6,3,2",I023,,,,4/13/2019,,C838585,,,,,,
